"meta_id","post_id","meta_key","meta_value"
"1791","490","_wp_attachment_metadata","a:7:{s:5:""width"";i:1004;s:6:""height"";i:2560;s:4:""file"";s:28:""2025/10/IMG_1153-scaled.jpeg"";s:8:""filesize"";i:429710;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_1153-118x300.jpeg"";s:5:""width"";i:118;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11750;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_1153-402x1024.jpeg"";s:5:""width"";i:402;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:88482;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_1153-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8691;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_1153-768x1958.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1958;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:275794;}s:9:""1536x1536"";a:5:{s:4:""file"";s:22:""IMG_1153-602x1536.jpeg"";s:5:""width"";i:602;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:181583;}s:9:""2048x2048"";a:5:{s:4:""file"";s:22:""IMG_1153-803x2048.jpeg"";s:5:""width"";i:803;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:297784;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""iPhone 6s"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1498670208"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""4.15"";s:3:""iso"";s:2:""25"";s:13:""shutter_speed"";s:18:""0.0049261083743842"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_1153.jpeg"";}"
"1798","492","sender_id","106"
"1799","492","recipient_id","109"
"1800","492","_request_id","491"
"1801","492","_is_read","1"
"1806","494","_wp_attached_file","2025/10/4.jpg"
"1807","494","_wp_attachment_metadata","a:6:{s:5:""width"";i:540;s:6:""height"";i:960;s:4:""file"";s:13:""2025/10/4.jpg"";s:8:""filesize"";i:45107;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:13:""4-169x300.jpg"";s:5:""width"";i:169;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9260;}s:9:""thumbnail"";a:5:{s:4:""file"";s:13:""4-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5476;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1811","495","_wp_attached_file","2025/10/0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-scaled.jpg"
"1812","495","_wp_attachment_metadata","a:7:{s:5:""width"";i:1440;s:6:""height"";i:2560;s:4:""file"";s:67:""2025/10/0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-scaled.jpg"";s:8:""filesize"";i:402404;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:60:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-169x300.jpg"";s:5:""width"";i:169;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:42154;}s:5:""large"";a:5:{s:4:""file"";s:61:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-576x1024.jpg"";s:5:""width"";i:576;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:98028;}s:9:""thumbnail"";a:5:{s:4:""file"";s:60:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:37908;}s:12:""medium_large"";a:5:{s:4:""file"";s:61:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-768x1365.jpg"";s:5:""width"";i:768;s:6:""height"";i:1365;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:142095;}s:9:""1536x1536"";a:5:{s:4:""file"";s:61:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-864x1536.jpg"";s:5:""width"";i:864;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:168512;}s:9:""2048x2048"";a:5:{s:4:""file"";s:62:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426-1152x2048.jpg"";s:5:""width"";i:1152;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:268987;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:8:""SM-A336B"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1760106879"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.39"";s:3:""iso"";s:3:""200"";s:13:""shutter_speed"";s:4:""0.02"";s:5:""title"";s:0:"""";s:11:""orientation"";i:1;s:8:""keywords"";a:0:{}}s:14:""original_image"";s:52:""0cb8b454-91ee-4bef-822a-e1a91b7379f1-1_all_13426.jpg"";}"
"1813","496","_wp_attached_file","2025/10/IMG_9749-scaled.jpeg"
"1814","496","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2025/10/IMG_9749-scaled.jpeg"";s:8:""filesize"";i:718373;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_9749-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:31310;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_9749-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:161023;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_9749-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21338;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_9749-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:161023;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_9749-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:309880;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_9749-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:497510;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.8"";s:6:""credit"";s:0:"""";s:6:""camera"";s:26:""iPhone SE (2nd generation)"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1728302840"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.99"";s:3:""iso"";s:2:""20"";s:13:""shutter_speed"";s:18:""0.0010090817356206"";s:5:""title"";s:0:"""";s:11:""orientation"";i:1;s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_9749.jpeg"";}"
"1815","497","_wp_attached_file","2025/10/1000012608-scaled.jpg"
"1816","497","_wp_attachment_metadata","a:7:{s:5:""width"";i:1917;s:6:""height"";i:2560;s:4:""file"";s:29:""2025/10/1000012608-scaled.jpg"";s:8:""filesize"";i:454862;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:22:""1000012608-225x300.jpg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:13094;}s:5:""large"";a:5:{s:4:""file"";s:23:""1000012608-767x1024.jpg"";s:5:""width"";i:767;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:95464;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""1000012608-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6179;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""1000012608-768x1025.jpg"";s:5:""width"";i:768;s:6:""height"";i:1025;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:96445;}s:9:""1536x1536"";a:5:{s:4:""file"";s:24:""1000012608-1150x1536.jpg"";s:5:""width"";i:1150;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:192348;}s:9:""2048x2048"";a:5:{s:4:""file"";s:24:""1000012608-1534x2048.jpg"";s:5:""width"";i:1534;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:313390;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.4"";s:6:""credit"";s:0:"""";s:6:""camera"";s:7:""REA-NX9"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1758361339"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""2.66"";s:3:""iso"";s:2:""50"";s:13:""shutter_speed"";s:5:""0.005"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:14:""1000012608.jpg"";}"
"1817","498","_wp_attached_file","2025/10/1000028282.jpg"
"1818","498","_wp_attachment_metadata","a:6:{s:5:""width"";i:773;s:6:""height"";i:1374;s:4:""file"";s:22:""2025/10/1000028282.jpg"";s:8:""filesize"";i:168680;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:22:""1000028282-169x300.jpg"";s:5:""width"";i:169;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8066;}s:5:""large"";a:5:{s:4:""file"";s:23:""1000028282-576x1024.jpg"";s:5:""width"";i:576;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:48883;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""1000028282-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4855;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""1000028282-768x1365.jpg"";s:5:""width"";i:768;s:6:""height"";i:1365;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:76034;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"1819","499","_wp_attached_file","2025/10/36b147f9b35e4319389c14e3eee8821c.jpeg"
"1820","499","_wp_attachment_metadata","a:6:{s:5:""width"";i:750;s:6:""height"";i:1125;s:4:""file"";s:45:""2025/10/36b147f9b35e4319389c14e3eee8821c.jpeg"";s:8:""filesize"";i:39662;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:45:""36b147f9b35e4319389c14e3eee8821c-200x300.jpeg"";s:5:""width"";i:200;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8356;}s:5:""large"";a:5:{s:4:""file"";s:46:""36b147f9b35e4319389c14e3eee8821c-683x1024.jpeg"";s:5:""width"";i:683;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:54139;}s:9:""thumbnail"";a:5:{s:4:""file"";s:45:""36b147f9b35e4319389c14e3eee8821c-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4055;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1839","504","_wp_attached_file","2025/10/SM_kep.jpg"
"1840","504","_wp_attachment_metadata","a:6:{s:5:""width"";i:533;s:6:""height"";i:536;s:4:""file"";s:18:""2025/10/SM_kep.jpg"";s:8:""filesize"";i:73408;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:18:""SM_kep-298x300.jpg"";s:5:""width"";i:298;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:14086;}s:9:""thumbnail"";a:5:{s:4:""file"";s:18:""SM_kep-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4722;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1845","506","_wp_attached_file","2025/10/IMG_9939-scaled.jpeg"
"1846","506","_wp_attachment_metadata","a:7:{s:5:""width"";i:1705;s:6:""height"";i:2560;s:4:""file"";s:28:""2025/10/IMG_9939-scaled.jpeg"";s:8:""filesize"";i:428443;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_9939-200x300.jpeg"";s:5:""width"";i:200;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:30358;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_9939-682x1024.jpeg"";s:5:""width"";i:682;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:124854;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_9939-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:20387;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_9939-768x1153.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1153;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:144638;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_9939-1023x1536.jpeg"";s:5:""width"";i:1023;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:210689;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_9939-1364x2048.jpeg"";s:5:""width"";i:1364;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:312213;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_9939.jpeg"";}"
"1873","513","_wp_attached_file","2025/10/0289b90e-95f2-465e-8438-e72786bc65f0-1_all_231.jpg"
"1874","513","_wp_attachment_metadata","a:6:{s:5:""width"";i:480;s:6:""height"";i:853;s:4:""file"";s:58:""2025/10/0289b90e-95f2-465e-8438-e72786bc65f0-1_all_231.jpg"";s:8:""filesize"";i:33095;s:5:""sizes"";a:2:{s:6:""medium"";a:5:{s:4:""file"";s:58:""0289b90e-95f2-465e-8438-e72786bc65f0-1_all_231-169x300.jpg"";s:5:""width"";i:169;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9808;}s:9:""thumbnail"";a:5:{s:4:""file"";s:58:""0289b90e-95f2-465e-8438-e72786bc65f0-1_all_231-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5237;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1875","492","_edit_lock","1761853845:79"
"1876","428","_edit_lock","1761853930:79"
"1933","528","substitution_date","2026-01-03"
"1934","528","substitution_role","Gyógyszerész"
"1935","528","substitution_requirements","PatikaPlus Gyógyszertárba Ceglédre keresek gyógyszerészt, Novodata rendszerrel dolgozunk. EFO bejelentéssel hétköznap 5000/ óra, hétvégén 6500/ óra. Kis patika vagyunk."
"1936","528","_request_author_id","304"
"1969","528","applicants","a:2:{i:0;i:338;i:1;i:285;}"
"1971","535","_wp_attached_file","2025/11/IMG_1143.jpeg"
"1972","535","_wp_attachment_metadata","a:6:{s:5:""width"";i:1560;s:6:""height"";i:2505;s:4:""file"";s:21:""2025/11/IMG_1143.jpeg"";s:8:""filesize"";i:854750;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_1143-187x300.jpeg"";s:5:""width"";i:187;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:7493;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_1143-638x1024.jpeg"";s:5:""width"";i:638;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:59061;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_1143-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4874;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_1143-768x1233.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1233;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:91476;}s:9:""1536x1536"";a:5:{s:4:""file"";s:22:""IMG_1143-957x1536.jpeg"";s:5:""width"";i:957;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:150305;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_1143-1275x2048.jpeg"";s:5:""width"";i:1275;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:269778;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.9"";s:6:""credit"";s:0:"""";s:6:""camera"";s:13:""iPhone 15 Pro"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:15:""2.6900000572505"";s:3:""iso"";s:3:""400"";s:13:""shutter_speed"";s:17:""0.033333333333333"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"1973","528","confirmed_applicant","285"
"1974","536","_wp_attached_file","2025/11/1000026164.jpg"
"1975","536","_wp_attachment_metadata","a:6:{s:5:""width"";i:931;s:6:""height"";i:1920;s:4:""file"";s:22:""2025/11/1000026164.jpg"";s:8:""filesize"";i:66653;s:5:""sizes"";a:5:{s:6:""medium"";a:5:{s:4:""file"";s:22:""1000026164-145x300.jpg"";s:5:""width"";i:145;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8925;}s:5:""large"";a:5:{s:4:""file"";s:23:""1000026164-497x1024.jpg"";s:5:""width"";i:497;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:59551;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""1000026164-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4393;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""1000026164-768x1584.jpg"";s:5:""width"";i:768;s:6:""height"";i:1584;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:114762;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""1000026164-745x1536.jpg"";s:5:""width"";i:745;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:109604;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1984","539","substitution_date","2026-02-23"
"1985","539","substitution_role","Gyógyszerész"
"1986","539","substitution_requirements","Gyógyír program,  9:00-13:00"
"1987","539","_request_author_id","358"
"1988","540","_wp_attached_file","2025/11/inbound3560871624593669052.jpg"
"1989","540","_wp_attachment_metadata","a:6:{s:5:""width"";i:942;s:6:""height"";i:1920;s:4:""file"";s:38:""2025/11/inbound3560871624593669052.jpg"";s:8:""filesize"";i:121406;s:5:""sizes"";a:5:{s:6:""medium"";a:5:{s:4:""file"";s:38:""inbound3560871624593669052-147x300.jpg"";s:5:""width"";i:147;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:10059;}s:5:""large"";a:5:{s:4:""file"";s:39:""inbound3560871624593669052-502x1024.jpg"";s:5:""width"";i:502;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:70675;}s:9:""thumbnail"";a:5:{s:4:""file"";s:38:""inbound3560871624593669052-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5682;}s:12:""medium_large"";a:5:{s:4:""file"";s:39:""inbound3560871624593669052-768x1565.jpg"";s:5:""width"";i:768;s:6:""height"";i:1565;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:134029;}s:9:""1536x1536"";a:5:{s:4:""file"";s:39:""inbound3560871624593669052-754x1536.jpg"";s:5:""width"";i:754;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:130361;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"1992","541","sender_id","356"
"1993","541","recipient_id","359"
"1994","541","_request_id","537"
"1995","541","_is_read","1"
"1996","542","sender_id","359"
"1997","542","recipient_id","356"
"1998","542","_request_id","537"
"1999","542","_is_read","1"
"2000","543","sender_id","356"
"2001","543","recipient_id","359"
"2002","543","_request_id","537"
"2003","543","_is_read","1"
"2004","544","sender_id","359"
"2005","544","recipient_id","356"
"2006","544","_request_id","537"
"2007","544","_is_read","0"
"2015","539","applicants","a:2:{i:0;i:391;i:1;i:622;}"
"2187","583","substitution_date","2026-01-06"
"2188","583","substitution_role","Gyógyszerész"
"2189","583","substitution_requirements","Lxline program ismerete szükséges
munkaidő: 20-8-ig"
"2190","583","_request_author_id","458"
"2191","584","substitution_date","2026-01-07"
"2192","584","substitution_role","Gyógyszerész"
"2193","584","substitution_requirements","Lxline program ismerete szükséges
munkaidő: 20-8-ig"
"2194","584","_request_author_id","458"
"2199","586","substitution_date","2026-01-11"
"2200","586","substitution_role","Gyógyszerész"
"2201","586","substitution_requirements","Lxline program ismerete szükséges
munkaidő: 8-20-ig"
"2202","586","_request_author_id","458"
"2215","586","applicants","a:2:{i:0;i:385;i:1;i:186;}"
"2216","586","confirmed_applicant","385"
"2225","592","_wp_attached_file","2025/12/IMG_2491.jpeg"
"2226","592","_wp_attachment_metadata","a:6:{s:5:""width"";i:848;s:6:""height"";i:1131;s:4:""file"";s:21:""2025/12/IMG_2491.jpeg"";s:8:""filesize"";i:229756;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_2491-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11865;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_2491-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:85883;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_2491-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5586;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_2491-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:85883;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"2228","593","_wp_attached_file","2025/12/2a77f1a6f93e3fd512c4868b8441105f-scaled.jpeg"
